,Gyny,ColonyStructure,ColonyFoundation,ColonyDensity,Workers,WorkerPolymorphism,MinBodySize,MaxBodySize,SterileWorkers,Sting,Diet,Aggressitivity,ForagingBehaviour,ActivityRange,HasSymbioses,Parasitic,SlaveMaking,NestRaids,Habitat,NestingType,DisturbanceSpecialist,InvasivenessStatus,Ecozone
Cardiocondyla_nuda,Polygynous,NA,Dependent,NA,3.93182563272433,No,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,No,NA,NA,Ge,NA,NA,Exotic,Oc
Lasius_grandis,Monogynous,NA,NA,NA,NA,No,1.38629436111989,1.6094379124341,NA,No,Om,NA,MR,NA,NA,NA,NA,NA,Ge,Un,Yes,Native,Pa
Cyphomyrmex_andersoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Phasmomyrmex_paradoxus,NA,NA,NA,NA,NA,NA,2.07944154167984,2.07944154167984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Af
Anoplolepis_fallax,NA,NA,NA,NA,NA,NA,1.6094379124341,2.07944154167984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Camponotus_linnaei,Polygynous,Monodomous,NA,NA,NA,Yes,NA,NA,NA,No,Om,NA,SF,Day,NA,No,No,No,RF,Ub,NA,Exotic,Neo
Crematogaster_batesi,NA,NA,NA,NA,NA,NA,2.14006616349627,2.14006616349627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Pogonomyrmex_occidentalis,Monogynous,Monodomous,Independent,NA,8.17075142375753,No,2.07944154167984,2.07944154167984,NA,Yes,Gr,NA,MR,NA,No,No,No,No,Ge,Gr,No,Exotic,Ne
Aenictogiton_fossiceps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Anoplolepis_samonri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Camponotus_albicoxis,Monogynous,Monodomous,Independent,NA,NA,Yes,NA,NA,No,No,Om,NA,Ge,Night,NA,NA,NA,NA,Ge,Ub,Yes,Native,Neo
Paratrechina_lepida,NA,NA,NA,NA,NA,No,1.06471073699243,1.09861228866811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Af
Pheidole_lamia,Monogynous,NA,Independent,NA,7.00397413672268,Yes,NA,NA,Yes,Yes,NA,NA,NA,NA,No,No,No,No,TF,Ub,No,Native,Ne
Camponotus_fragilis,NA,NA,NA,NA,NA,Yes,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Ne
Pheidole_radoszkowskii,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Sc,NA,MR,NA,NA,NA,NA,NA,Ge,Ub,NA,Native,Neo
Lepisiota_longinoda,NA,NA,NA,NA,NA,NA,1.38629436111989,1.56861591791385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gr,NA,NA,Native,Af
Paraparatrechina_concinnata,NA,NA,NA,NA,NA,No,0.993251773010283,1.16315080980568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Af
Myrmelachista_mexicana,Polygynous,NA,Independent,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,No,No,RF,TAL,NA,Native,NA
Cerapachys_binoi,Polygynous,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,NA
Pheidole_excubitor,NA,NA,NA,Abundant,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,TC,NA,Native,Neo
Pyramica_clypeata,NA,NA,NA,NA,4.14313472639153,No,1.14740245283754,1.14740245283754,NA,Yes,Pr,NA,NA,NA,NA,NA,NA,NA,TF,NA,NA,Native,Ne
Crematogaster_petiolidens,NA,NA,NA,NA,NA,No,0.955511445027436,1.09861228866811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Dorylus_montanus,NA,NA,NA,NA,NA,Yes,1.16315080980568,1.79175946922805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Paratrechina_faisonensis,NA,NA,NA,NA,5.59471137960184,No,1.16315080980568,1.16315080980568,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Native,Ne
Formica_incerta,Oligogynous,NA,NA,NA,6.57228254269401,No,NA,NA,NA,No,Ho,NA,NA,NA,NA,NA,NA,NA,TF,NA,NA,Native,Ne
Pheidole_sciophila,Monogynous,Monodomous,Independent,NA,5.70711026474888,Yes,1.14422279992016,1.50407739677627,Yes,Yes,Om,NA,NA,NA,No,No,No,No,Ge,Un,No,Native,Co
Crematogaster_litoralis,NA,NA,NA,NA,NA,NA,1.09861228866811,1.16315080980568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Af
Pheidole_lourothi,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Procryptocerus_impressus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Tapinolepis_candida,NA,NA,NA,NA,NA,NA,0.955511445027436,1.09861228866811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Axinidris_ghanensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Crematogaster_kasaiensis,NA,NA,NA,NA,NA,NA,1.25276296849537,1.38629436111989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Acropyga_goeldii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Pheidole_olsoni,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Neo
Camponotus_salvini,Monogynous,Polydomous,Independent,NA,NA,Yes,NA,NA,NA,No,Om,NA,SF,Day,NA,Yes,NA,NA,RF,Ub,No,Native,Neo
Formica_foreli,Polygynous,NA,NA,Rare,NA,No,1.6094379124341,2.07944154167984,NA,No,Ho,NA,NA,NA,NA,NA,NA,NA,Gr,Gr,No,Native,Pa
Crematogaster_togoensis,NA,NA,NA,NA,NA,NA,1.38629436111989,1.6094379124341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AA,NA,NA,Native,Af
Rogeria_cornuta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Camponotus_ager,NA,Monodomous,NA,NA,NA,Yes,NA,NA,NA,No,Om,NA,SF,Night,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Aenictus_mentu,NA,NA,NA,NA,NA,NA,0.993251773010283,1.25276296849537,NA,NA,NA,NA,AA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Camponotus_orinobates,NA,NA,NA,NA,NA,Yes,1.70474809223843,2.01490302054226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Anochetus_longispinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Neo
Cerapachys_sudanensis,NA,NA,NA,NA,NA,NA,1.33500106673234,1.56861591791385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAL,NA,Native,Af
Crematogaster_wilwerthi,NA,NA,NA,NA,NA,NA,1.33500106673234,1.33500106673234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Temnothorax_duloticus,Monogynous,NA,Independent,Rare,1.79175946922805,No,NA,NA,NA,Yes,Sc,Aggressive,NA,NA,NA,Yes,Yes,Yes,TF,TAL,NA,Native,Ne
Pachycondyla_lineaticeps,NA,NA,NA,NA,2.56494935746154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,TC,NA,Native,Neo
Anoplolepis_rufescens,NA,NA,NA,NA,NA,Yes,1.45861502269952,1.94591014905531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Af
Crematogaster_retifera,NA,NA,NA,NA,NA,NA,1.45861502269952,1.52605630349505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Cerapachys_wroughtoni,NA,NA,NA,NA,NA,NA,1.19392246847243,1.19392246847243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA,NA,Native,Af
Pheidole_gradifer,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TDF,NA,NA,Native,Neo
Camponotus_aequatorialis,NA,NA,NA,NA,NA,Yes,2.484906649788,2.484906649788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Af
Crematogaster_transvaalensis,NA,NA,NA,NA,NA,NA,1.30833281965018,1.33500106673234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gr,NA,NA,Native,Af
Tetramorium_tonganum,NA,NA,NA,NA,NA,No,1.28093384546206,1.41098697371026,NA,NA,Om,NA,NA,NA,NA,NA,NA,NA,Ge,TAL,NA,Exotic,Co
Azteca_constructor,Oligogynous,Polydomous,Facultative,NA,NA,Yes,NA,NA,Yes,No,Om,Aggressive,Ge,Day,Yes,No,No,No,RF,TC,NA,Native,Neo
Cerapachys_lamborni,NA,NA,NA,NA,NA,NA,1.79175946922805,1.79175946922805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gr,NA,NA,Native,Af
Pyramica_Tetragnatha,NA,NA,NA,NA,NA,NA,1.09861228866811,1.09861228866811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Af
Tapinolepis_decolor,NA,NA,NA,NA,NA,NA,0.993251773010283,1.25276296849537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Crematogaster_gabonensis,NA,NA,NA,NA,NA,NA,1.33500106673234,1.50407739677627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AA,NA,NA,Native,Af
Discothyrea_kamiteta,Monogynous,NA,NA,Rare,4.30406509320417,NA,1.09861228866811,1.09861228866811,NA,Yes,Pr,Evasive,NA,NA,NA,NA,NA,NA,RF,Ub,NA,Native,Pa
Gnamptogenys_volcano,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Procryptocerus_rudis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Cataglyphis_sabulosus,NA,NA,NA,NA,NA,Yes,1.38629436111989,1.94591014905531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,Un,NA,Native,Pa
Anochetus_brevis,NA,NA,NA,NA,NA,NA,1.79175946922805,1.82454929205105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,In
Temnothorax_exilis,Monogynous,NA,Independent,NA,NA,NA,0.693147180559945,1.38629436111989,NA,NA,Om,Evasive,NA,NA,NA,NA,NA,NA,NA,TAL,NA,Native,NA
Crematogaster_sjostedti,NA,NA,NA,NA,NA,NA,1.41098697371026,1.52605630349505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Tapinolepis_melanaria,NA,NA,NA,NA,NA,NA,1.33500106673234,1.41098697371026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Un,NA,Native,Af
Strumigenys_deletrix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pr,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Crematogaster_flavosensitiva,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Neo
Brachymyrmex_heeri,Polygynous,Monodomous,NA,NA,NA,Yes,0.587786664902119,1.09861228866811,NA,No,Om,NA,Ge,NA,NA,No,No,No,Ge,Un,Yes,Native,Co
Temnothorax_melas,Monogynous,NA,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,NA
Polyrhachis_curta,NA,NA,NA,NA,NA,No,1.94591014905531,2.15176220325946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Cataglyphis_floricola,Monogynous,Monodomous,NA,NA,6.21660610108486,No,NA,NA,NA,NA,Om,NA,SF,Day,NA,NA,NA,NA,NA,NA,NA,Native,NA
Ponera_leae,NA,Monodomous,NA,Rare,3.43398720448515,No,1.25276296849537,1.25276296849537,NA,NA,Pr,NA,NA,NA,NA,NA,NA,NA,Ge,TAL,NA,Exotic,Au
Gnamptogenys_bispinosa,NA,NA,NA,NA,NA,No,NA,NA,NA,Yes,NA,Aggressive,Ge,NA,NA,NA,NA,NA,RF,NA,No,Native,Neo
Crematogaster_auberti,Monogynous,Monodomous,NA,NA,7.82444593087762,No,1.09861228866811,1.38629436111989,No,Yes,Om,NA,NA,DayAndNight,NA,NA,NA,NA,Ge,Un,NA,Native,Pa
Leptogenys_maxillosa,NA,NA,NA,NA,3.04452243772342,NA,NA,NA,NA,NA,NA,NA,NA,Night,NA,NA,NA,NA,NA,Ub,NA,Exotic,Co
Anochetus_consultans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,In
Tapinoma_demissum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Axinidris_denticulatum,NA,NA,NA,NA,NA,NA,1.28093384546206,1.28093384546206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Acromyrmex_volcanus,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,FG,NA,Ge,NA,Yes,No,No,No,RF,TC,No,Native,Neo
Bajcaridris_kraussii,NA,NA,NA,NA,NA,No,NA,NA,NA,No,Sc,NA,NA,NA,NA,NA,NA,NA,Ge,NA,No,Native,Pa
Formica_cinerea,Facultative,Supercolonial,Dependent,NA,9.21044036697652,NA,1.50407739677627,2.07944154167984,NA,NA,Om,Aggressive,GH,NA,NA,NA,NA,NA,Ge,Gr,NA,Native,Co
Pyramica_cavinasis,NA,NA,NA,NA,NA,NA,1.06471073699243,1.1314021114911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Af
Camponotus_sanctaefidei,Monogynous,Monodomous,Independent,NA,NA,Yes,NA,NA,NA,No,Om,NA,SF,Day,No,No,No,No,RF,Ub,Yes,Native,Neo
Anergates_atratulus,Polygynous,Monodomous,Independent,Rare,0,No,NA,NA,NA,NA,Om,NA,NA,NA,NA,Yes,Yes,NA,Ge,NA,No,Native,Ho
Camponotus_hova,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Af
Dorylus_quadratus,NA,NA,NA,NA,NA,Yes,2.39789527279837,2.39789527279837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Af
Aphaenogaster_treatae,Monogynous,NA,Independent,NA,6.19031540585315,No,NA,NA,NA,Yes,NA,NA,NA,NA,NA,No,NA,NA,Sh,NA,NA,Native,Ne
Dorylus_braunsi,NA,NA,NA,NA,NA,Yes,2.19722457733622,2.19722457733622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Af
Pheidole_desertorum,Oligogynous,NA,Independent,NA,9.37720982421122,Yes,NA,NA,Yes,Yes,Om,Aggressive,NA,Night,No,No,No,No,Ge,Un,No,Native,Ne
Myrmicocrypta_occipitalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Neo
Tapinoma_mcgavini,NA,NA,NA,NA,NA,NA,0.8754687373539,0.8754687373539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Lasius_latipes,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,Yes,NA,NA,Ge,NA,NA,Native,Ne
Formica_picea,NA,NA,NA,NA,NA,NA,1.64865862558738,1.94591014905531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gr,NA,Native,Pa
Apterostigma_auriculatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,LF,NA,Native,Neo
Paratrechina_caeciliae,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,No,No,No,No,NA,TC,No,Native,Neo
Leptogenys_pusilla,Polygynous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,Ub,NA,Native,Neo
Myrmica_pinetorum,Monogynous,NA,Independent,NA,5.98393628068719,No,1.6094379124341,1.6094379124341,NA,Yes,NA,NA,NA,NA,No,No,No,No,Ge,Ub,No,Native,Ne
Pheidole_adrianoi,NA,NA,Independent,NA,5.87493073085203,Yes,NA,NA,Yes,Yes,Om,NA,NA,NA,No,No,No,No,Ge,Un,No,Native,Ne
Cephalotes_pallens,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,TC,NA,Native,Neo
Camponotus_aethiops,Monogynous,Monodomous,NA,NA,7.82444593087762,Yes,1.94591014905531,2.56494935746154,NA,No,Om,NA,NA,NA,NA,NA,NA,NA,Ge,Un,NA,Native,Pa
Aenictus_aratus,NA,NA,NA,NA,NA,NA,1.38379123090177,1.59736533119983,NA,Yes,NA,Aggressive,AA,NA,NA,NA,NA,Yes,Ge,Gr,NA,Native,Co
Tapinoma_connexum,NA,NA,NA,NA,NA,NA,1.16315080980568,1.16315080980568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Crematogaster_breviventris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Chalepoxenus_kutteri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Native,Pa
Pyramica_longinoi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Aenictus_rixator,NA,NA,NA,NA,NA,NA,1.09861228866811,1.09861228866811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Aphaenogaster_japonica,Monogynous,NA,NA,NA,9.21044036697652,No,1.38629436111989,1.79175946922805,NA,Yes,Om,Unresponsive,HT,NA,Yes,No,No,No,Gr,Un,No,Native,In
Proformica_nasuta,Monogynous,Monodomous,NA,NA,6.21660610108486,Yes,1.09861228866811,1.94591014905531,NA,No,NA,NA,NA,Day,NA,NA,NA,NA,Ge,Gr,NA,Native,Pa
Rogeria_innotabilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Neo
Paratrechina_arenivaga,Monogynous,NA,Independent,NA,4.61512051684126,No,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Native,Ne
Camponotus_eugeniae,NA,NA,NA,NA,NA,Yes,2.19722457733622,2.56494935746154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gr,Gr,NA,Native,Af
Anochetus_africanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,NA
Anochetus_madaraszi,NA,NA,NA,NA,NA,NA,4.02535169073515,4.02535169073515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,In
Tapinoma_nigerrimum,Polygynous,Polydomous,NA,Abundant,13.8155115579638,Yes,1.38629436111989,1.79175946922805,NA,No,Om,NA,MR,DayAndNight,Yes,No,No,NA,Gr,Gr,No,Exotic,Pa
Anochetus_chocoensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Neo
Axinidris_occidentalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Rhytidoponera_chalybaea,NA,Monodomous,NA,Rare,5.30330490805908,No,2.05412373369555,2.05412373369555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,Ub,NA,Native,Au
Acanthognathus_ocellatus,NA,NA,NA,NA,3.04452243772342,No,NA,NA,NA,Yes,Pr,NA,SF,NA,No,No,No,No,RF,TAL,No,Native,Neo
Crematogaster_africana,NA,NA,NA,NA,NA,Yes,1.38629436111989,1.6094379124341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,TC,NA,Native,Af
Acropyga_arnoldi,NA,NA,NA,NA,NA,NA,1.16315080980568,1.19392246847243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Af
Camponotus_atriscapus,NA,NA,NA,NA,NA,NA,2.14006616349627,2.19722457733622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Cyphomyrmex_longiscapus,Monogynous,Monodomous,Independent,NA,5.30330490805908,No,1.54756250871601,1.54756250871601,NA,Yes,FG,Evasive,FG,NA,Yes,No,No,No,RF,Gr,No,Native,Neo
Sphinctomyrmex_chariensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Pheidole_scitula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ho,NA,NA,NA,NA,NA,NA,NA,NA,TAL,NA,Native,Neo
Camponotus_heros,NA,NA,NA,NA,NA,Yes,2.83321334405622,2.83321334405622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Pheidole_rugiceps,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,MR,NA,NA,NA,NA,NA,RF,TAL,NA,Native,Neo
Camponotus_belligerus,NA,NA,NA,NA,NA,Yes,2.14006616349627,2.63905732961526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Pyramica_Minkara,NA,NA,NA,NA,NA,NA,1.22377543162212,1.28093384546206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Af
Pseudomyrmex_gracilis,Monogynous,Monodomous,Independent,NA,4.39444915467244,No,2.19722457733622,2.39789527279837,Yes,Yes,Om,Aggressive,SF,NA,Yes,No,NA,NA,Ge,Ub,No,Exotic,Neo
Crematogaster_rauana,NA,NA,NA,NA,NA,NA,1.30833281965018,1.38629436111989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Leptothorax_specularis,Monogynous,Monodomous,NA,NA,6.21660610108486,No,NA,NA,NA,NA,Ho,NA,NA,DayAndNight,NA,NA,NA,NA,NA,NA,NA,Native,Pa
Thaumatomyrmex_ferox,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pr,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Crematogaster_mottazi,NA,NA,NA,NA,NA,NA,1.38629436111989,1.88706964903238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ub,NA,Native,Af
Aenictus_laeviceps,NA,NA,NA,NA,11.3504183001091,NA,1.7404661748405,1.7404661748405,NA,Yes,Pr,Aggressive,AA,DayAndNight,NA,NA,NA,Yes,RF,Gr,NA,Native,Co
Brachymyrmex_santschii,NA,NA,NA,NA,NA,No,NA,NA,NA,No,Om,NA,MR,NA,NA,NA,No,No,RF,LF,NA,Native,Neo
Anochetus_inca,NA,NA,NA,NA,NA,NA,2.35137525716348,2.4423470353692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TDF,Ub,NA,Native,Neo
Cataglyphis_desertorum,NA,NA,NA,NA,5.70711026474888,NA,1.79175946922805,2.83321334405622,NA,NA,Om,Aggressive,NA,NA,NA,NA,NA,NA,De,Un,NA,Native,NA
Pheidole_perpusilla,NA,Polydomous,NA,NA,NA,Yes,NA,NA,NA,NA,Ho,NA,NA,NA,NA,NA,NA,NA,Ge,Ub,NA,Native,Neo
Camponotus_kollbrunneri,NA,NA,NA,NA,NA,Yes,2.19722457733622,2.19722457733622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Formica_integroides,NA,NA,NA,NA,NA,Yes,NA,NA,NA,No,Pr,NA,HT,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Ne
Azteca_xanthochroa,NA,Polydomous,NA,NA,NA,Yes,NA,NA,Yes,No,Om,Aggressive,Ge,Day,Yes,No,No,No,RF,TC,NA,Native,Neo
Tapinoma_chiaromonteI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Myrmicocrypta_subnitida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Neo
Strumigenys_pariensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pr,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Neo
Pheidole_laticornis,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,Ub,NA,Native,Neo
Pheidole_barbata,NA,NA,NA,NA,4.44265125649032,Yes,NA,NA,Yes,Yes,Gr,NA,NA,NA,No,No,No,No,De,Ub,No,Exotic,Ne
Tapinoma_melanocephalum,Polygynous,Supercolonial,Dependent,Abundant,6.21660610108486,No,0.832909122935104,1.06471073699243,NA,No,Om,Unresponsive,Ge,Day,Yes,No,No,No,Ge,Ub,Yes,Invasive,Co
Pheidole_simonsi,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,Om,NA,MR,DayAndNight,NA,NA,NA,NA,RF,Ub,No,Native,Neo
Tetramorium_caldarium,Polygynous,NA,NA,NA,NA,Yes,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Exotic,Co
Dorylus_spininodis,NA,NA,NA,NA,NA,Yes,2.01490302054226,2.01490302054226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ub,NA,Native,Af
Labidus_coecus,Monogynous,NA,Independent,NA,NA,Yes,1.3609765531356,2.37024374146786,Yes,Yes,Om,Aggressive,AA,DayAndNight,No,No,No,Yes,Ge,Un,No,Native,Co
Paraparatrechina_subtilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,NA
